,channels,has_transaction,user_id,day,month,year,visitStartTime
46425,Organic,True,441,19,4,2020,2020-04-19
46426,Google Display,False,212,28,6,2020,2020-06-28
46427,Direct,False,504,5,12,2020,2020-12-05
46428,Direct,False,386,3,4,2020,2020-04-03
46429,Organic,True,91,24,5,2020,2020-05-24
46430,Organic,False,615,20,7,2020,2020-07-20
46431,Direct,False,4,4,3,2020,2020-03-04
46432,Organic,False,508,22,3,2020,2020-03-22
46433,Organic,False,663,22,12,2020,2020-12-22
46434,Google Display,True,32,19,2,2020,2020-02-19
46435,Organic,False,633,28,12,2020,2020-12-28
46436,Google Search,False,360,19,7,2020,2020-07-19
46437,Google Search,True,58,12,8,2020,2020-08-12
46438,Facebook,False,620,12,8,2020,2020-08-12
46439,Organic,False,352,5,12,2020,2020-12-05
46440,Direct,True,62,21,10,2020,2020-10-21
46441,Email Marketing,True,337,15,12,2020,2020-12-15
46442,Direct,True,169,12,5,2020,2020-05-12
46443,Google Search,False,459,15,9,2020,2020-09-15
46444,Google Search,True,343,22,6,2020,2020-06-22
46445,Facebook,False,545,17,7,2020,2020-07-17
46446,Facebook,True,686,5,8,2020,2020-08-05
46447,Direct,True,688,4,12,2020,2020-12-04
46448,Instagram,True,310,28,12,2020,2020-12-28
46449,Direct,True,108,1,10,2020,2020-10-01
46450,Email Marketing,True,580,14,12,2020,2020-12-14
46451,Google Search,False,594,11,2,2020,2020-02-11
46452,Organic,True,666,24,2,2020,2020-02-24
46453,Facebook,False,116,12,2,2020,2020-02-12
46454,Google Search,False,173,26,12,2020,2020-12-26
46455,Direct,False,174,21,4,2020,2020-04-21
46456,Google Search,True,176,9,1,2020,2020-01-09
46457,Direct,True,355,18,2,2020,2020-02-18
46458,Organic,True,162,23,2,2020,2020-02-23
46459,Youtube,True,212,21,4,2020,2020-04-21
46460,Organic,False,151,28,8,2020,2020-08-28
46461,Organic,False,283,28,12,2020,2020-12-28
46462,Google Search,True,445,22,1,2020,2020-01-22
46463,Organic,False,508,11,11,2020,2020-11-11
46464,Organic,True,354,10,8,2020,2020-08-10
46465,Facebook,False,452,10,4,2020,2020-04-10
46466,Google Search,False,81,17,3,2020,2020-03-17
46467,Organic,True,661,14,10,2020,2020-10-14
46468,Organic,False,197,6,6,2020,2020-06-06
46469,Facebook,True,62,6,5,2020,2020-05-06
46470,Google Search,False,154,24,7,2020,2020-07-24
46471,Organic,True,453,11,12,2020,2020-12-11
46472,Google Display,True,200,18,9,2020,2020-09-18
46473,Youtube,False,145,8,8,2020,2020-08-08
46474,Direct,False,488,9,1,2020,2020-01-09
46475,Google Search,False,474,17,9,2020,2020-09-17
46476,Facebook,True,399,10,1,2020,2020-01-10
46477,Organic,True,320,2,9,2020,2020-09-02
46478,Organic,True,50,17,3,2020,2020-03-17
46479,Google Search,True,595,9,4,2020,2020-04-09
46480,Email Marketing,False,356,2,6,2020,2020-06-02
46481,Email Marketing,False,8,9,10,2020,2020-10-09
46482,Organic,True,479,24,3,2020,2020-03-24
46483,Google Search,False,562,14,4,2020,2020-04-14
46484,Facebook,False,57,5,11,2020,2020-11-05
46485,Facebook,False,616,5,9,2020,2020-09-05
46486,Instagram,False,301,5,11,2020,2020-11-05
46487,Facebook,True,229,28,8,2020,2020-08-28
46488,Facebook,True,554,6,11,2020,2020-11-06
46489,Organic,False,379,23,9,2020,2020-09-23
46490,Facebook,True,4,21,5,2020,2020-05-21
46491,Instagram,False,600,2,2,2020,2020-02-02
46492,Direct,False,669,11,2,2020,2020-02-11
46493,Facebook,False,694,23,11,2020,2020-11-23
46494,Facebook,False,564,22,9,2020,2020-09-22
46495,Email Marketing,False,278,2,6,2020,2020-06-02
46496,Google Search,True,167,2,7,2020,2020-07-02
46497,Facebook,False,633,20,7,2020,2020-07-20
46498,Organic,True,266,6,7,2020,2020-07-06
46499,Google Search,False,27,1,1,2020,2020-01-01
46500,Organic,True,600,3,10,2020,2020-10-03
46501,Google Search,True,353,15,3,2020,2020-03-15
46502,Organic,False,359,9,3,2020,2020-03-09
46503,Organic,False,692,24,2,2020,2020-02-24
46504,Facebook,False,67,3,6,2020,2020-06-03
46505,Organic,True,698,11,11,2020,2020-11-11
46506,Direct,True,628,2,2,2020,2020-02-02
46507,Organic,True,318,20,12,2020,2020-12-20
46508,Facebook,False,646,6,3,2020,2020-03-06
46509,Google Search,True,689,23,8,2020,2020-08-23
46510,Instagram,False,233,6,9,2020,2020-09-06
46511,Facebook,False,617,27,10,2020,2020-10-27
46512,Google Search,True,537,8,7,2020,2020-07-08
46513,Organic,False,56,10,3,2020,2020-03-10
46514,Google Search,False,687,3,12,2020,2020-12-03
46515,Email Marketing,False,562,1,2,2020,2020-02-01
46516,Email Marketing,False,605,14,4,2020,2020-04-14
46517,Organic,False,143,24,3,2020,2020-03-24
46518,Organic,True,168,13,6,2020,2020-06-13
46519,Google Search,False,186,18,5,2020,2020-05-18
46520,Google Search,True,379,21,9,2020,2020-09-21
46521,Email Marketing,True,626,21,9,2020,2020-09-21
46522,Google Display,True,660,19,6,2020,2020-06-19
46523,Organic,False,665,12,2,2020,2020-02-12
46524,Direct,False,464,6,12,2020,2020-12-06
46525,Google Search,False,427,8,12,2020,2020-12-08
46526,Direct,False,38,23,3,2020,2020-03-23
46527,Organic,True,538,9,10,2020,2020-10-09
46528,Direct,True,540,11,7,2020,2020-07-11
46529,Google Display,False,654,26,4,2020,2020-04-26
46530,Google Search,False,50,23,12,2020,2020-12-23
46531,Google Search,False,188,27,10,2020,2020-10-27
46532,Email Marketing,False,451,23,9,2020,2020-09-23
46533,Facebook,False,132,10,3,2020,2020-03-10
46534,Organic,False,257,26,3,2020,2020-03-26
46535,Google Search,False,396,8,4,2020,2020-04-08
46536,Direct,False,467,17,12,2020,2020-12-17
46537,Google Search,False,411,14,9,2020,2020-09-14
46538,Google Display,False,218,13,3,2020,2020-03-13
46539,Direct,True,187,16,11,2020,2020-11-16
46540,Organic,False,147,5,4,2020,2020-04-05
46541,Organic,True,469,18,11,2020,2020-11-18
46542,Organic,False,21,28,3,2020,2020-03-28
46543,Facebook,True,494,9,1,2020,2020-01-09
46544,Facebook,False,269,16,6,2020,2020-06-16
46545,Email Marketing,False,657,3,10,2020,2020-10-03
46546,Organic,False,198,16,5,2020,2020-05-16
46547,Organic,True,410,28,5,2020,2020-05-28
46548,Organic,False,488,23,6,2020,2020-06-23
46549,Facebook,False,631,13,2,2020,2020-02-13
46550,Facebook,True,473,3,2,2020,2020-02-03
46551,Google Search,False,385,26,8,2020,2020-08-26
46552,Youtube,True,696,10,3,2020,2020-03-10
46553,Direct,False,151,23,5,2020,2020-05-23
46554,Google Search,False,154,10,1,2020,2020-01-10
46555,Google Search,False,165,13,9,2020,2020-09-13
46556,Youtube,False,57,5,2,2020,2020-02-05
46557,Organic,False,32,11,9,2020,2020-09-11
46558,Instagram,False,452,28,11,2020,2020-11-28
46559,Organic,False,396,23,10,2020,2020-10-23
46560,Google Search,False,318,12,10,2020,2020-10-12
46561,Organic,True,407,7,6,2020,2020-06-07
46562,Organic,False,554,20,4,2020,2020-04-20
46563,Email Marketing,False,24,9,11,2020,2020-11-09
46564,Facebook,False,411,8,1,2020,2020-01-08
46565,Instagram,False,2,8,12,2020,2020-12-08
46566,Google Search,True,8,11,5,2020,2020-05-11
46567,Facebook,False,22,26,2,2020,2020-02-26
46568,Organic,False,364,27,3,2020,2020-03-27
46569,Organic,False,0,19,5,2020,2020-05-19
46570,Instagram,True,333,4,12,2020,2020-12-04
46571,Email Marketing,False,324,16,5,2020,2020-05-16
46572,Email Marketing,False,564,10,3,2020,2020-03-10
46573,Youtube,True,349,17,6,2020,2020-06-17
46574,Direct,False,486,27,10,2020,2020-10-27
46575,Google Search,False,602,17,6,2020,2020-06-17
46576,Youtube,True,413,19,8,2020,2020-08-19
46577,Youtube,False,64,23,5,2020,2020-05-23
46578,Organic,False,641,19,5,2020,2020-05-19
46579,Direct,False,436,15,4,2020,2020-04-15
46580,Direct,False,246,3,12,2020,2020-12-03
46581,Facebook,True,582,3,2,2020,2020-02-03
46582,Google Search,False,240,15,3,2020,2020-03-15
46583,Google Search,False,87,11,7,2020,2020-07-11
46584,Facebook,True,694,14,8,2020,2020-08-14
46585,Google Search,True,75,14,5,2020,2020-05-14
46586,Google Display,False,88,2,5,2020,2020-05-02
46587,Direct,False,653,7,1,2020,2020-01-07
46588,Facebook,False,651,21,1,2020,2020-01-21
46589,Facebook,False,97,13,4,2020,2020-04-13
46590,Organic,False,621,27,10,2020,2020-10-27
46591,Facebook,True,9,17,1,2020,2020-01-17
46592,Google Search,True,166,4,12,2020,2020-12-04
46593,Facebook,False,692,26,10,2020,2020-10-26
46594,Direct,False,574,19,10,2020,2020-10-19
46595,Google Search,False,564,24,4,2020,2020-04-24
46596,Google Search,True,448,25,9,2020,2020-09-25
46597,Organic,False,259,16,10,2020,2020-10-16
46598,Email Marketing,False,403,19,2,2020,2020-02-19
46599,Youtube,True,566,26,4,2020,2020-04-26
46600,Email Marketing,False,515,9,10,2020,2020-10-09
46601,Organic,True,410,3,7,2020,2020-07-03
46602,Facebook,False,650,4,7,2020,2020-07-04
46603,Organic,True,16,3,3,2020,2020-03-03
46604,Organic,True,683,23,5,2020,2020-05-23
46605,Google Search,False,197,20,6,2020,2020-06-20
46606,Google Search,False,8,16,8,2020,2020-08-16
46607,Google Search,False,546,5,11,2020,2020-11-05
46608,Organic,False,273,3,3,2020,2020-03-03
46609,Facebook,False,610,26,3,2020,2020-03-26
46610,Facebook,True,70,8,9,2020,2020-09-08
46611,Organic,False,113,13,7,2020,2020-07-13
46612,Organic,True,385,2,1,2020,2020-01-02
46613,Organic,False,478,28,12,2020,2020-12-28
46614,Email Marketing,True,288,1,8,2020,2020-08-01
46615,Facebook,False,495,11,1,2020,2020-01-11
46616,Facebook,True,93,4,10,2020,2020-10-04
46617,Organic,False,676,21,9,2020,2020-09-21
46618,Google Search,True,652,18,5,2020,2020-05-18
46619,Facebook,True,341,1,1,2020,2020-01-01
46620,Youtube,True,185,10,12,2020,2020-12-10
46621,Direct,True,402,16,10,2020,2020-10-16
46622,Organic,False,209,8,10,2020,2020-10-08
46623,Instagram,False,698,23,7,2020,2020-07-23
46624,Direct,True,27,4,3,2020,2020-03-04
46625,Organic,False,696,15,9,2020,2020-09-15
46626,Email Marketing,False,441,25,12,2020,2020-12-25
46627,Google Search,False,344,8,8,2020,2020-08-08
46628,Google Search,False,260,27,5,2020,2020-05-27
46629,Youtube,False,132,24,10,2020,2020-10-24
46630,Facebook,False,153,2,1,2020,2020-01-02
46631,Organic,False,226,17,6,2020,2020-06-17
46632,Direct,True,377,15,7,2020,2020-07-15
46633,Facebook,True,242,7,10,2020,2020-10-07
46634,Organic,False,299,22,2,2020,2020-02-22
46635,Organic,False,179,12,9,2020,2020-09-12
46636,Organic,True,253,1,3,2020,2020-03-01
46637,Google Search,True,145,15,8,2020,2020-08-15
46638,Facebook,True,363,11,3,2020,2020-03-11
46639,Organic,True,64,27,4,2020,2020-04-27
46640,Organic,False,68,12,9,2020,2020-09-12
46641,Organic,False,107,14,12,2020,2020-12-14
46642,Youtube,True,435,25,7,2020,2020-07-25
46643,Google Search,False,664,7,8,2020,2020-08-07
46644,Organic,False,336,5,6,2020,2020-06-05
46645,Organic,False,190,16,4,2020,2020-04-16
46646,Google Search,False,407,2,4,2020,2020-04-02
46647,Google Search,False,673,28,3,2020,2020-03-28
46648,Facebook,False,536,27,4,2020,2020-04-27
46649,Email Marketing,False,320,21,4,2020,2020-04-21
46650,Organic,True,658,24,10,2020,2020-10-24
46651,Google Search,True,345,6,2,2020,2020-02-06
46652,Direct,False,156,13,1,2020,2020-01-13
46653,Organic,True,653,9,3,2020,2020-03-09
46654,Organic,True,643,2,10,2020,2020-10-02
46655,Direct,True,588,21,5,2020,2020-05-21
46656,Organic,False,561,3,12,2020,2020-12-03
46657,Facebook,False,43,28,5,2020,2020-05-28
46658,Google Search,False,282,22,4,2020,2020-04-22
46659,Google Search,False,564,20,11,2020,2020-11-20
46660,Youtube,False,220,16,9,2020,2020-09-16
46661,Google Display,True,232,17,7,2020,2020-07-17
46662,Google Search,False,547,21,1,2020,2020-01-21
46663,Facebook,False,594,14,7,2020,2020-07-14
46664,Facebook,True,540,25,5,2020,2020-05-25
46665,Instagram,False,682,11,6,2020,2020-06-11
46666,Organic,True,95,10,1,2020,2020-01-10
46667,Organic,False,567,25,2,2020,2020-02-25
46668,Organic,False,205,6,1,2020,2020-01-06
46669,Facebook,True,264,7,11,2020,2020-11-07
46670,Organic,False,625,4,9,2020,2020-09-04
46671,Direct,True,621,21,2,2020,2020-02-21
46672,Direct,False,687,27,12,2020,2020-12-27
46673,Email Marketing,False,535,17,3,2020,2020-03-17
46674,Google Search,False,60,3,1,2020,2020-01-03
46675,Google Display,False,30,28,8,2020,2020-08-28
46676,Direct,False,520,11,6,2020,2020-06-11
46677,Google Search,False,272,24,5,2020,2020-05-24
46678,Facebook,True,165,20,9,2020,2020-09-20
46679,Organic,False,494,3,7,2020,2020-07-03
46680,Organic,False,505,4,8,2020,2020-08-04
46681,Youtube,True,222,15,3,2020,2020-03-15
46682,Google Search,True,561,12,8,2020,2020-08-12
46683,Direct,True,30,28,6,2020,2020-06-28
46684,Google Search,False,127,9,5,2020,2020-05-09
46685,Facebook,False,234,14,6,2020,2020-06-14
46686,Google Search,True,630,14,12,2020,2020-12-14
46687,Direct,True,548,22,1,2020,2020-01-22
46688,Instagram,False,221,6,12,2020,2020-12-06
46689,Google Search,False,531,2,2,2020,2020-02-02
46690,Direct,False,344,25,2,2020,2020-02-25
46691,Organic,False,253,2,5,2020,2020-05-02
46692,Organic,False,471,24,11,2020,2020-11-24
46693,Facebook,True,278,2,3,2020,2020-03-02
46694,Organic,True,641,1,1,2020,2020-01-01
46695,Google Display,False,340,1,10,2020,2020-10-01
46696,Organic,False,449,7,3,2020,2020-03-07
46697,Google Display,False,575,14,3,2020,2020-03-14
46698,Direct,True,340,15,11,2020,2020-11-15
46699,Direct,False,161,20,10,2020,2020-10-20
46700,Direct,True,33,3,9,2020,2020-09-03
46701,Facebook,True,627,3,12,2020,2020-12-03
46702,Instagram,True,147,26,3,2020,2020-03-26
46703,Organic,False,333,27,10,2020,2020-10-27
46704,Instagram,True,597,12,9,2020,2020-09-12
46705,Organic,False,19,7,6,2020,2020-06-07
46706,Google Search,True,85,22,9,2020,2020-09-22
46707,Google Search,False,158,11,5,2020,2020-05-11
46708,Organic,False,130,17,11,2020,2020-11-17
46709,Google Search,False,328,13,9,2020,2020-09-13
46710,Organic,True,320,25,12,2020,2020-12-25
46711,Instagram,False,339,11,8,2020,2020-08-11
46712,Instagram,True,301,2,11,2020,2020-11-02
46713,Facebook,False,511,21,1,2020,2020-01-21
46714,Direct,False,367,1,8,2020,2020-08-01
46715,Direct,False,123,15,4,2020,2020-04-15
46716,Instagram,False,657,24,2,2020,2020-02-24
46717,Organic,True,83,18,11,2020,2020-11-18
46718,Organic,False,69,12,9,2020,2020-09-12
46719,Facebook,True,121,28,6,2020,2020-06-28
46720,Organic,False,44,6,11,2020,2020-11-06
46721,Direct,True,179,12,8,2020,2020-08-12
46722,Email Marketing,False,329,23,2,2020,2020-02-23
46723,Facebook,False,298,18,11,2020,2020-11-18
46724,Direct,True,238,16,11,2020,2020-11-16
46725,Organic,False,509,21,11,2020,2020-11-21
46726,Facebook,True,487,17,12,2020,2020-12-17
46727,Facebook,True,637,22,6,2020,2020-06-22
46728,Email Marketing,False,475,17,10,2020,2020-10-17
46729,Google Search,False,127,20,7,2020,2020-07-20
46730,Organic,False,5,13,1,2020,2020-01-13
46731,Facebook,False,663,10,3,2020,2020-03-10
46732,Organic,False,72,8,1,2020,2020-01-08
46733,Google Search,False,153,5,10,2020,2020-10-05
46734,Organic,False,209,2,6,2020,2020-06-02
46735,Direct,False,579,9,7,2020,2020-07-09
46736,Organic,False,118,19,6,2020,2020-06-19
46737,Direct,False,546,5,2,2020,2020-02-05
46738,Organic,False,396,20,5,2020,2020-05-20
46739,Google Display,True,280,25,11,2020,2020-11-25
46740,Email Marketing,False,660,22,2,2020,2020-02-22
46741,Google Search,True,585,16,8,2020,2020-08-16
46742,Google Display,False,146,27,6,2020,2020-06-27
46743,Facebook,True,52,4,9,2020,2020-09-04
46744,Facebook,False,35,13,7,2020,2020-07-13
46745,Direct,False,370,2,4,2020,2020-04-02
46746,Google Display,False,638,1,9,2020,2020-09-01
46747,Youtube,False,77,4,7,2020,2020-07-04
46748,Facebook,False,590,4,11,2020,2020-11-04
46749,Google Search,False,417,15,6,2020,2020-06-15
46750,Google Search,False,576,23,8,2020,2020-08-23
46751,Google Display,True,553,20,8,2020,2020-08-20
46752,Instagram,False,354,22,11,2020,2020-11-22
46753,Google Search,False,461,2,3,2020,2020-03-02
46754,Google Search,True,348,12,7,2020,2020-07-12
46755,Facebook,False,380,9,7,2020,2020-07-09
46756,Google Search,False,606,23,4,2020,2020-04-23
46757,Email Marketing,True,31,10,10,2020,2020-10-10
46758,Direct,False,336,23,6,2020,2020-06-23
46759,Direct,True,617,28,11,2020,2020-11-28
46760,Google Search,True,445,10,2,2020,2020-02-10
46761,Facebook,False,81,20,10,2020,2020-10-20
46762,Email Marketing,False,70,19,2,2020,2020-02-19
46763,Organic,True,141,23,9,2020,2020-09-23
46764,Organic,False,202,5,3,2020,2020-03-05
46765,Direct,True,548,2,12,2020,2020-12-02
46766,Facebook,True,232,8,5,2020,2020-05-08
46767,Organic,True,177,18,12,2020,2020-12-18
46768,Organic,False,0,20,9,2020,2020-09-20
46769,Organic,True,75,15,10,2020,2020-10-15
46770,Google Search,False,353,16,8,2020,2020-08-16
46771,Organic,False,195,27,2,2020,2020-02-27
46772,Direct,False,565,21,6,2020,2020-06-21
46773,Google Search,True,6,14,2,2020,2020-02-14
46774,Facebook,True,426,1,10,2020,2020-10-01
46775,Direct,False,593,24,4,2020,2020-04-24
46776,Google Display,False,594,27,9,2020,2020-09-27
46777,Google Search,False,580,19,6,2020,2020-06-19
46778,Organic,False,40,23,11,2020,2020-11-23
46779,Google Search,False,674,21,10,2020,2020-10-21
46780,Organic,False,133,12,9,2020,2020-09-12
46781,Instagram,False,671,14,1,2020,2020-01-14
46782,Organic,True,253,13,5,2020,2020-05-13
46783,Direct,False,311,3,8,2020,2020-08-03
46784,Google Search,True,127,14,8,2020,2020-08-14
46785,Google Display,True,34,13,9,2020,2020-09-13
46786,Direct,False,507,3,5,2020,2020-05-03
46787,Organic,False,10,25,4,2020,2020-04-25
46788,Organic,True,246,2,10,2020,2020-10-02
46789,Google Search,True,51,3,9,2020,2020-09-03
46790,Facebook,True,546,3,4,2020,2020-04-03
46791,Direct,True,499,27,3,2020,2020-03-27
46792,Facebook,False,453,27,1,2020,2020-01-27
46793,Direct,True,360,12,1,2020,2020-01-12
46794,Google Search,False,639,17,9,2020,2020-09-17
46795,Google Search,False,44,10,10,2020,2020-10-10
46796,Google Search,False,4,24,12,2020,2020-12-24
46797,Google Search,False,60,5,7,2020,2020-07-05
46798,Direct,False,609,8,7,2020,2020-07-08
46799,Organic,False,362,19,8,2020,2020-08-19
46800,Youtube,True,635,20,6,2020,2020-06-20
46801,Instagram,True,177,26,8,2020,2020-08-26
46802,Youtube,True,136,25,2,2020,2020-02-25
46803,Instagram,True,264,1,6,2020,2020-06-01
46804,Organic,True,599,15,5,2020,2020-05-15
46805,Organic,True,31,1,12,2020,2020-12-01
46806,Google Display,True,255,4,6,2020,2020-06-04
46807,Youtube,False,228,26,7,2020,2020-07-26
46808,Direct,False,55,10,10,2020,2020-10-10
46809,Organic,False,420,9,4,2020,2020-04-09
46810,Google Search,True,257,1,3,2020,2020-03-01
46811,Organic,False,491,16,1,2020,2020-01-16
46812,Google Search,False,296,26,5,2020,2020-05-26
46813,Facebook,True,687,6,11,2020,2020-11-06
46814,Email Marketing,False,392,6,11,2020,2020-11-06
46815,Google Search,False,572,20,3,2020,2020-03-20
46816,Organic,False,33,9,9,2020,2020-09-09
46817,Google Search,True,248,6,10,2020,2020-10-06
46818,Instagram,False,179,23,3,2020,2020-03-23
46819,Organic,False,360,5,5,2020,2020-05-05
46820,Youtube,False,277,23,12,2020,2020-12-23
46821,Google Search,True,60,23,3,2020,2020-03-23
46822,Organic,True,144,6,4,2020,2020-04-06
46823,Instagram,False,688,24,7,2020,2020-07-24
46824,Youtube,False,194,19,8,2020,2020-08-19
46825,Organic,True,479,9,5,2020,2020-05-09
46826,Google Search,True,49,11,7,2020,2020-07-11
46827,Google Search,False,362,6,12,2020,2020-12-06
46828,Direct,True,396,27,1,2020,2020-01-27
46829,Organic,False,273,24,3,2020,2020-03-24
46830,Google Display,True,232,22,12,2020,2020-12-22
46831,Organic,True,464,21,11,2020,2020-11-21
46832,Google Search,False,222,25,7,2020,2020-07-25
46833,Google Search,False,280,23,2,2020,2020-02-23
46834,Email Marketing,False,308,5,2,2020,2020-02-05
46835,Organic,False,145,26,9,2020,2020-09-26
46836,Youtube,False,379,17,5,2020,2020-05-17
46837,Facebook,True,286,2,4,2020,2020-04-02
46838,Direct,True,118,15,2,2020,2020-02-15
46839,Organic,True,108,22,4,2020,2020-04-22
46840,Google Search,False,648,4,11,2020,2020-11-04
46841,Direct,True,8,19,2,2020,2020-02-19
46842,Organic,True,66,27,11,2020,2020-11-27
46843,Direct,True,391,11,6,2020,2020-06-11
46844,Direct,True,250,7,6,2020,2020-06-07
46845,Google Search,False,383,13,11,2020,2020-11-13
46846,Youtube,False,229,5,3,2020,2020-03-05
46847,Email Marketing,False,56,24,8,2020,2020-08-24
46848,Organic,False,687,26,7,2020,2020-07-26
46849,Facebook,False,581,9,2,2020,2020-02-09
46850,Youtube,True,421,10,10,2020,2020-10-10
46851,Google Search,True,214,7,5,2020,2020-05-07
46852,Facebook,False,157,18,1,2020,2020-01-18
46853,Facebook,True,508,17,4,2020,2020-04-17
46854,Direct,False,10,3,1,2020,2020-01-03
46855,Organic,False,593,12,10,2020,2020-10-12
46856,Direct,False,602,23,12,2020,2020-12-23
46857,Email Marketing,True,74,20,10,2020,2020-10-20
46858,Organic,True,342,26,12,2020,2020-12-26
46859,Instagram,False,376,6,2,2020,2020-02-06
46860,Facebook,True,61,27,9,2020,2020-09-27
46861,Organic,True,27,24,2,2020,2020-02-24
46862,Direct,True,387,24,2,2020,2020-02-24
46863,Google Display,False,46,22,8,2020,2020-08-22
46864,Google Display,True,231,2,3,2020,2020-03-02
46865,Organic,False,103,4,6,2020,2020-06-04
46866,Google Search,False,273,24,3,2020,2020-03-24
46867,Google Search,False,113,25,9,2020,2020-09-25
46868,Google Search,True,388,7,2,2020,2020-02-07
46869,Organic,False,26,10,8,2020,2020-08-10
46870,Google Search,False,552,24,7,2020,2020-07-24
46871,Facebook,True,392,2,10,2020,2020-10-02
46872,Youtube,True,562,13,11,2020,2020-11-13
46873,Facebook,False,607,8,4,2020,2020-04-08
46874,Direct,False,355,17,1,2020,2020-01-17
46875,Organic,False,473,4,12,2020,2020-12-04
46876,Organic,False,426,4,1,2020,2020-01-04
46877,Email Marketing,True,400,1,8,2020,2020-08-01
46878,Google Search,False,32,12,2,2020,2020-02-12
46879,Google Search,True,381,14,5,2020,2020-05-14
46880,Organic,False,556,17,8,2020,2020-08-17
46881,Google Search,False,228,7,11,2020,2020-11-07
46882,Youtube,False,76,14,8,2020,2020-08-14
46883,Direct,False,146,24,10,2020,2020-10-24
46884,Email Marketing,True,686,12,1,2020,2020-01-12
46885,Google Search,False,142,12,5,2020,2020-05-12
46886,Direct,True,643,7,11,2020,2020-11-07
46887,Direct,True,23,13,6,2020,2020-06-13
46888,Facebook,False,63,15,3,2020,2020-03-15
46889,Organic,True,512,12,10,2020,2020-10-12
46890,Google Display,False,571,2,12,2020,2020-12-02
46891,Facebook,True,670,13,7,2020,2020-07-13
46892,Google Search,False,690,21,11,2020,2020-11-21
46893,Facebook,True,501,20,5,2020,2020-05-20
46894,Facebook,False,642,19,12,2020,2020-12-19
46895,Organic,False,210,26,5,2020,2020-05-26
46896,Organic,True,553,5,2,2020,2020-02-05
46897,Organic,True,571,10,3,2020,2020-03-10
46898,Google Search,False,104,10,11,2020,2020-11-10
46899,Facebook,True,644,18,3,2020,2020-03-18
46900,Organic,False,323,12,2,2020,2020-02-12
46901,Organic,True,69,8,8,2020,2020-08-08
46902,Organic,False,547,28,11,2020,2020-11-28
46903,Google Search,False,134,5,2,2020,2020-02-05
46904,Direct,True,271,27,6,2020,2020-06-27
46905,Facebook,False,78,15,3,2020,2020-03-15
46906,Google Search,True,479,8,11,2020,2020-11-08
46907,Email Marketing,False,205,28,9,2020,2020-09-28
46908,Organic,False,110,15,7,2020,2020-07-15
46909,Facebook,False,195,13,12,2020,2020-12-13
46910,Organic,True,286,21,5,2020,2020-05-21
46911,Organic,True,37,6,12,2020,2020-12-06
46912,Organic,False,205,23,6,2020,2020-06-23
46913,Instagram,True,110,28,6,2020,2020-06-28
46914,Youtube,False,510,17,5,2020,2020-05-17
46915,Organic,True,27,27,4,2020,2020-04-27
46916,Organic,False,538,24,3,2020,2020-03-24
46917,Direct,False,417,15,1,2020,2020-01-15
46918,Direct,False,187,12,11,2020,2020-11-12
46919,Facebook,True,367,24,1,2020,2020-01-24
46920,Direct,True,667,10,10,2020,2020-10-10
46921,Organic,True,7,19,9,2020,2020-09-19
46922,Organic,True,251,11,5,2020,2020-05-11
46923,Google Search,True,685,2,4,2020,2020-04-02
46924,Google Search,False,210,23,6,2020,2020-06-23
46925,Google Search,True,492,9,8,2020,2020-08-09
46926,Instagram,False,51,11,2,2020,2020-02-11
46927,Organic,False,275,11,7,2020,2020-07-11
46928,Direct,False,22,15,11,2020,2020-11-15
46929,Google Search,False,246,5,12,2020,2020-12-05
46930,Google Search,False,650,16,5,2020,2020-05-16
46931,Organic,False,498,13,10,2020,2020-10-13
46932,Google Search,False,155,2,7,2020,2020-07-02
46933,Facebook,False,93,27,11,2020,2020-11-27
46934,Facebook,False,560,26,10,2020,2020-10-26
46935,Organic,True,306,5,11,2020,2020-11-05
46936,Google Search,True,203,9,12,2020,2020-12-09
46937,Google Search,False,310,18,7,2020,2020-07-18
46938,Youtube,False,629,8,7,2020,2020-07-08
46939,Google Search,False,513,1,1,2020,2020-01-01
46940,Google Search,False,38,16,11,2020,2020-11-16
46941,Organic,False,674,9,4,2020,2020-04-09
46942,Google Search,True,228,2,11,2020,2020-11-02
46943,Organic,True,302,13,1,2020,2020-01-13
46944,Google Search,False,187,27,6,2020,2020-06-27
46945,Direct,True,204,6,9,2020,2020-09-06
46946,Organic,True,30,19,9,2020,2020-09-19
46947,Youtube,True,45,11,12,2020,2020-12-11
46948,Organic,True,287,27,9,2020,2020-09-27
46949,Organic,True,74,28,11,2020,2020-11-28
46950,Organic,False,24,16,10,2020,2020-10-16
46951,Google Search,False,231,5,9,2020,2020-09-05
46952,Google Search,True,527,19,7,2020,2020-07-19
46953,Organic,False,463,21,6,2020,2020-06-21
46954,Google Search,False,44,26,9,2020,2020-09-26
46955,Instagram,False,182,28,10,2020,2020-10-28
46956,Google Search,False,478,11,1,2020,2020-01-11
46957,Facebook,True,226,13,10,2020,2020-10-13
46958,Email Marketing,True,478,11,5,2020,2020-05-11
46959,Google Search,True,30,23,6,2020,2020-06-23
46960,Google Search,True,32,23,6,2020,2020-06-23
46961,Google Search,False,41,4,2,2020,2020-02-04
46962,Google Search,False,305,20,6,2020,2020-06-20
46963,Facebook,True,538,13,8,2020,2020-08-13
46964,Organic,True,152,11,2,2020,2020-02-11
46965,Google Search,True,322,12,11,2020,2020-11-12
46966,Facebook,False,91,22,7,2020,2020-07-22
46967,Facebook,True,142,11,3,2020,2020-03-11
